_Kode,_Judul,_Tahun,_Seniman,_Ukuran,_Media,_Pameran,_Lokasi,_Deskripsi,@images,_PDF,_Link,@QR-Images
LK/110/HMZ/01/BBY/TM,Ufuk Barat yang Merah,2001,Hamzah,125 x 95 cm,Mixmedia di atas kanvas,TANDA MATA III,C16-2,"Senja yang merah-jingga sekaligus penuh suasana magis dan mistis berhasil direkam dalam lukisan ini. Senja yang remang memang seringkali terasa sebagai saat-saat dunia menyongsong alam mambang dan peri di kegelapan malam. Seperti dalam mimpi yang samar, berbagai sosok muncul saling bertumpuk dan penglihatan terasa lamur karena kesan garis-garis halus yang melumuri seluruh permukaan kanvas.",/TM-Low/LK110HMZ01BBYTM.jpeg,LK_110_HMZ_01_BBY_TM.pdf,https://drive.google.com/file/d/1tqEHqkkw8CFoTYlb8YMw7Wis5pt5X9Vo/view?usp=drivesdk,
LK/111/ALF/01/BBY/TM,Lahirnya Seorang Narsis,2001,Alfi Jumaldi,90 x 160 cm,Akrilik di atas kanvas,TANDA MATA III,C12-2,"Alfi adalah salah seorang perupa kontemporer Indonesia yang membawa tafsir dan pendekatan baru ke dalam genre lukisan potret-diri. Dalam karya ini ia seperti hendak mengejek dirinya sendiri yang proses kelahirannya ia pertontonkan, sekaligus ia nikmati sebagai tontonan.",/TM-Low/LK111ALF01BBYTM.jpeg,LK_111_ALF_01_BBY_TM.pdf,https://drive.google.com/file/d/1viTajSN2mg14wlPoGroWSc0nONHj7bNJ/view?usp=drivesdk,
LK/112/SMA/01/BBY/TM,Menghitung Hari,2001,Sang Made Alit Setiawan,120 x 80 cm,Mixmedia di atas kanvas,TANDA MATA III,C06-1,,/TM-Low/LK112SMA01BBYTM.jpeg,LK_112_SMA_01_BBY_TM.pdf,https://drive.google.com/file/d/1ZnGdMCgNdeoNng-vXhxgSi0xbWCBCM7W/view?usp=drivesdk,
LK/113/NSJ/01/BBY/TM,Pengamen,2001,I Nengah Sujena,70 x 110 cm,Mixmedia di atas kanvas,TANDA MATA III,,"Penggayaan, bagaimana sosok dilenturkan, dilengkungkan, dipiuhkan, adalah corak rupa yang hadir di kanvas ini. Ada juga kecenderungan dekoratif yang kuat dalam lukisan ini, terlihat dengan melalui pengulangan pola dan bentuk: bidang tembok di belakang pengamen, bintik pada baju dan celana pengamen, bercak terang pada kuku kaki telanjang itu, atau bahkan suara 'nyanyian' yang dirupakan. Semua diterakan dengan kesan menghias yang berirama.",/TM-Low/LK113NSJ01BBYTM.jpeg,LK_113_NSJ_01_BBY_TM.pdf,https://drive.google.com/file/d/17ASJS64bUHTNZnYHCbpjAVR6YNiIp4R8/view?usp=drivesdk,
LK/114/AZN/99/BBY/TM,Kambing Hitam,1999,Acep Zamzam Noor,70 x 90 cm,Akrilik di atas kanvas,TANDA MATA III,C12-1,"Karya lukis Acep Zamzam Noor jelas menampakkan watak ekspresif. Guratan kuasnya terjejak jelas arah sapuan dan balurannya. Warna kontras disandingkan, dan leleran cat yang liar dibiarkan meleleh. Kali ini, terbingkai oleh komposisi bidang dan warna ia seperti hendak bertutur tentang pihak yang (selalu) jadi korban. Ada wajah-wajah yang sedang menatap si ""kambing hitam"", entah ikut sedih, atau dengki.",/TM-Low/LK114AZN99BBYTM.jpeg,LK_114_AZN_99_BBY_TM.pdf,https://drive.google.com/file/d/1LZEJbKSnmjLTy_1tDOuBb5cPxCkywnUw/view?usp=drivesdk,
LK/115/APB/01/BBY/TM,Pembenaran Permainan Karena Mau Untung,2001,Aris Prabowo,90 x 110 cm,Arang di atas kertas,TANDA MATA III,C12-2,"Aris Prabawa adalah salah seorang perupa dan penggiat kelompok kesenian Taring Padi. Bagi kelompok ini kesenian, dalam hal ini seni rupa, adalah medium bagi penyadaran politik. Maka, karya lukis anggota kelompok ini selalu berisi potret masyarakat yang disorot dengan perspektif kritis. Aris Prabawa adalah penggambar yang tekun dan teliti, yang menyelesaikan gambar-gambarnya dengan garis-garis hitam dari ujung runcing ballpoint. Kali ini, ia menggambar dengan arang.",/TM-Low/LK115APB01BBYTM.jpeg,LK_115_APB_01_BBY_TM.pdf,https://drive.google.com/file/d/1e-SdpEYqnbc9DBrcuHrXFEvue7oNWvZf/view?usp=drivesdk,
LK/116/SKD/01/BBY/TM,Disela Mesin-Mesin,2001,Sukandar,130 x 150 cm,Akrilik di atas kanvas,TANDA MATA III,C12-2,,/TM-Low/LK116SKD01BBYTM.jpeg,LK_116_SKD_01_BBY_TM.pdf,https://drive.google.com/file/d/14aPhBO3V3YbZalVsg8oX-EMtOz-8riyH/view?usp=drivesdk,
LK/117/HML/99/BBY/TM,Mitosis,1999,Herman Lexsetiawan,140 x 170 cm,Akrilik di atas kanvas,TANDA MATA III,E11-1,,/TM-Low/LK117HML99BBYTM.jpeg,LK_117_HML_99_BBY_TM.pdf,https://drive.google.com/file/d/1vTDJsfW6d3WRr0HtG0XC880aXzcMxLfF/view?usp=drivesdk,
LK/118/SDS/99/BBY/TM,Poligami,1999,S. Dwi Stya Acong,100 x 80 cm,Akrilik di atas kanvas,TANDA MATA III,C15-1,"Kehidupan keluarga adalah tema yang cukup sering muncul dalam karya perupa Indonesia. Kali ini, yang tampil adalah keluarga yang jarang (atau, bahkan tak pernah?) terekam dalam kanvas perupa kita: keluarga poligami. Memang, tak jelas benar apakah lukisan ini sedang memuja atau mencela poligami. Yang jelas, ketiga orang ini, dua perempuan dan satu lelaki, dibuat rekat saling dekap.",/TM-Low/LK118SDS99BBYTM.jpeg,LK_118_SDS_99_BBY_TM.pdf,https://drive.google.com/file/d/1uJ0wMbgiS8PznMTaBbQ9gX5el8IaXN78/view?usp=drivesdk,
LK/119/TGP/01/BBY/TM,Reuni di Tengah Samudera Tanya,2001,Teguh Payn,140 x 100 cm,Akrilik di atas kanvas,TANDA MATA III,C13-1,,/TM-Low/LK119TGP01BBYTM.jpeg,LK_119_TGP_01_BBY_TM.pdf,https://drive.google.com/file/d/1Q4iB8MSj1avnHUBdAJQbD1DvNgZZxSqJ/view?usp=drivesdk,
LK/120/BDY/01/BBY/TM,Perawan Ndeso,2001,Budiyana,130 x 100 cm,Cat minyak di atas kanvas,TANDA MATA III,C13-1,,/TM-Low/LK120BDY01BBYTM.jpeg,LK_120_BDY_01_BBY_TM.pdf,https://drive.google.com/file/d/13o9ox2Sp_U0_Qi-XH6FSDYrZVQNqwwLq/view?usp=drivesdk,
LK/121/SHN/02/BBY/TM,Kembali ke Tanah Harapan,2002,S. Handari,200 x 150 cm,Cat minyak di atas kanvas,TANDA MATA III,C04-2,,/TM-Low/LK121SHN02BBYTM.jpeg,LK_121_SHN_02_BBY_TM.pdf,https://drive.google.com/file/d/1zCM7GIu1nQBBjhJxaug1vP3cNYuD0Ttf/view?usp=drivesdk,
LK/122/DMM/02/BBY/TM,Raja Jalanan,2002,I Dewa Made Mustika,200 x 150 cm,Cat minyak di atas kanvas,TANDA MATA III,C14-1,,/TM-Low/LK122DMM02BBYTM.jpeg,LK_122_DMM_02_BBY_TM.pdf,https://drive.google.com/file/d/1zqPHUd8wg4zDZXr8RmJ6KosjRHdSgO5O/view?usp=drivesdk,
LK/123/YLS/02/BBY/TM,Perjalanan III,2002,Yuli S.,85 x 65 cm,Cat minyak di atas kanvas,TANDA MATA III,C15-2,,/TM-Low/LK123YLS02BBYTM.jpeg,LK_123_YLS_02_BBY_TM.pdf,https://drive.google.com/file/d/1me3j2XBe25ov1FHBIlrzAK8RjiVnUeMq/view?usp=drivesdk,
LK/124/JSP/02/BBY/TM,Menyapa Pagi,2002,Jaka SP,80 x 70 cm,Cat minyak di atas kanvas,TANDA MATA III,C13-1,,/TM-Low/LK124JSP02BBYTM.jpeg,LK_124_JSP_02_BBY_TM.pdf,https://drive.google.com/file/d/1z0LMEyDnBPg9GarVTauXiaC43oBdHd2Q/view?usp=drivesdk,
LK/125/BNS/02/BBY/TM,Mbakoel,2002,Bonny Setiawan,120 x 70 cm,Cat minyak di atas kanvas,TANDA MATA III,C14-2,"Seperti lukisan bercorak dekoratif pada umumnya, lukisan ini juga mengandalkan kekuatan komposisi yang tersusun melalui pengulangan bentuk dan warna. Perhatikan juga bagaimana permainan bidang terang dan bayang dipadukan untuk menyusun pola bentuk yang beraturan.",/TM-Low/LK125BNS02BBYTM.jpeg,LK_125_BNS_02_BBY_TM.pdf,https://drive.google.com/file/d/1SKrlMTG5VuHjGJmlZxhzzxhrTg03iHfU/view?usp=drivesdk,
LK/126/IYP/01/BBY/TM,Angin Pagi III,2001,Ika Yuni Purnama,65 x 45 cm,Mixmedia di atas kanvas,TANDA MATA III,C10-2,,/TM-Low/LK126IYP01BBYTM.jpeg,LK_126_IYP_01_BBY_TM.pdf,https://drive.google.com/file/d/1A2Jwvn1U1JRwyiqFiocqKlh42pvm0kh9/view?usp=drivesdk,
LK/127/AFM/02/BBY/TM,Permainan Belum Usai,2002,Andy Firmanto,145 x 200 cm,Akrilik di atas kanvas,TANDA MATA III,C16-2,"Badut-badut dengan berbagai tingkahnya bertebaran di alam ruang yang terasa menyeramkan. Dan, meski badut-badut itu tertawa, mereka tampak seperti menyeringai tak sedap. Lelehan cat di sana-sini seperti menegaskan sifat khayali dari alam dan peristiwa yang sedang digambarkan ini. la seperti bisa meleleh, lumer, membaur begitu saja.",/TM-Low/LK127AFM02BBYTM.jpeg,LK_127_AFM_02_BBY_TM.pdf,https://drive.google.com/file/d/1D9X9io7tleOF9pqJo1FmNg-E3ZoPLHeg/view?usp=drivesdk,
LK/128/GTM/02/BBY/TM,Satu Dalam rasa,2002,I Komang Gede Tedja Mulya,145 x 200 cm,Akrilik di atas kanvas,TANDA MATA III,C13-2,,/TM-Low/LK128GTM02BBYTM.jpeg,LK_128_GTM_02_BBY_TM.pdf,https://drive.google.com/file/d/1sTIvU3Tw9ibR9WvL7ciKLxndBhPHzkVJ/view?usp=drivesdk,
LK/129/YSM/02/BBY/TM,Save Your Brain,2002,Yusron Mudhakir,120 x 200 cm,Cat minyak di atas kanvas,TANDA MATA III,C15-1,"Jika dunia sekitar cuma menjanjikan pembodohan, baiklah kita simpan saja otak kita. Atau kita jual saja? Sosok-sosok gundul yang sedang menimang otaknya masing-masing tampak seperti zombie, sosok yang hidup, tapi murung dan tak berkesadaran. Kecenderungan menyampaikan pesan yang bersifat satir atas situasi sosial adalah salah satu kecenderungan yang memenuhi praktek seni rupa kontemporer Indonesia dekade 90-an Kecenderungan yang sudah muncul sejak masa Sudjojono ini memang masih terus hadi dengan aksentuasi yang berbeda-beda, dalam corak perupaan yang beragam.",/TM-Low/LK129YSM02BBYTM.jpeg,LK_129_YSM_02_BBY_TM.pdf,https://drive.google.com/file/d/18_hOP9EBsJ5GI9r75ulYaKeQxbB4tQOC/view?usp=drivesdk,
LK/130/EHW/03/BBY/TM,Hari Kemenangan 9 Mei,2003,Erica Hestu Wahyuni,50 x 65 cm,Pastel di atas kertas,TANDA MATA III,C12-1,"Belakangan ini, Erica Hestu Wahyuni mukim di Moskow, Rusia, dan banyak merekam berbagai aspek kehidupan kota tersebut dalam karya-karyanya. Dalam karya ini ia menghadirkan sosok seorang veteran perang yang sedang merayakan Hari Kemenangan 9 Mei (1945, takluknya Jerman) di kota Moskow. Seolah ikut menjadi saksi, ia lukiskan juga seorang gadis, dirinya sendiri, yang berkebaya mendampingi sang pahlawan.",/TM-Low/LK130EHW03BBYTM.jpeg,LK_130_EHW_03_BBY_TM.pdf,https://drive.google.com/file/d/12VSdd8V6s5sGaamZTEIw7_JETYr-yK7R/view?usp=drivesdk,
LK/131/WTN/03/BBY/TM,Kopi Spesial 1 & Kopi Spesial 2,2003,Watoni,120 x 200 cm,Cat minyak di atas kanvas,TANDA MATA V,E11-2,,/TM-Low/LK131WTN03BBYTM.jpeg,LK_131_WTN_03_BBY_TM.pdf,https://drive.google.com/file/d/17cPLInFN0wNJBJmm98XyM9FUaA5wvGGC/view?usp=drivesdk,
LK/132/TJP/03/BBY/TM,Para Pencari Jejak,2003,Tjipto,100 x 100 cm,Cat minyak di atas kanvas,TANDA MATA V,C15-1,,/TM-Low/LK132TJP03BBYTM.jpeg,LK_132_TJP_03_BBY_TM.pdf,https://drive.google.com/file/d/1illSamKUW9lyvtv8Fl6H-ACsohM7EzXG/view?usp=drivesdk,
LK/133/SDR/03/BBY/TM,Lentera Salah Fungsi,2003,Sadarisman,140 x 100 cm,Akrilik di atas kanvas,TANDA MATA V,D02-1,,/TM-Low/LK133SDR03BBYTM.jpeg,LK_133_SDR_03_BBY_TM.pdf,https://drive.google.com/file/d/1x6QRzuJ3bDAobKCaJuAU63exJljOwF7T/view?usp=drivesdk,
LK/134/ZSP/03/BBY/TM,The Queen of Pantat,2003,Zipit Supomo,150 x 130 cm,Akrilik di atas kanvas,TANDA MATA V,D01-2,,/TM-Low/LK134ZSP03BBYTM.jpeg,LK_134_ZSP_03_BBY_TM.pdf,https://drive.google.com/file/d/1PYl-Y8F-TfxQN6EHuFsuggv2xoq_JD54/view?usp=drivesdk,
LK/135/KDF/03/BBY/TM,Senikmat Bulu,2003,Kadafi,130 x 150 cm,Akrilik/pensil di atas kanvas,TANDA MATA V,D02-1,,/TM-Low/LK135KDF03BBYTM.jpeg,LK_135_KDF_03_BBY_TM.pdf,https://drive.google.com/file/d/1KOYgLRCbznKnXR2SwWO8MBy8YGZSJFFc/view?usp=drivesdk,
LK/136/IRD/03/BBY/TM,Bundo Kanduang,2003,Iin Risdawati,80 x 100 cm,Akrilik di atas kanvas,TANDA MATA V,C16-2,,/TM-Low/LK136IRD03BBYTM.jpeg,LK_136_IRD_03_BBY_TM.pdf,https://drive.google.com/file/d/1Rhdz7BNktL734wY6keB0RUfz3LQa0fqz/view?usp=drivesdk,
LK/137/PTS/03/BBY/TM,Tanpa Perlawanan,2003,Putu Sutawijaya,140 x 120 cm,Cat minyak di atas kanvas,TANDA MATA V,C14-1,"Lukisan ini merekam kekuatan Putu Sutawijaya dalam menggambarkan anatomi sosok dan gerak tubuh manusia bermodalkan garis belabar yang tegas dan ekspresif. Sosok yang meringkuk itu digambarkan tergolek, tak berdaya. Garis yang meraut bentuk tubuh itu di sana sini dibiarkan mencair, seperti efek tinta hitam yang basah dan luntur, memberi kesan isi pada bagian tubuh tertentu.",/TM-Low/LK137PTS03BBYTM.jpeg,LK_137_PTS_03_BBY_TM.pdf,https://drive.google.com/file/d/1Eht-W2OVXOXx3tTMIWnzcz1M0P5lcp-J/view?usp=drivesdk,
LK/138/BUX/03/BBY/TM,Caleg,2003,Budi Ubrux,145 x 100 cm,Cat minyak di atas kanvas,TANDA MATA V,D02-2,"Kekuatan karya lukis Budi Ubrux hingga saat ini masih terletak pada kemampuannya melukis secara rinci sosok-sosok 'manusia koran' yang jadi simbol pencitraan manusia modern yang citranya terbentuk oleh luapan informasi media massa. Kali ini, lukisannya menyorot persaingan para caleg yang bertarung seperti dalam permainan catur. Bidak catur yang menjadi dasar komposisi lukisan ini terbentuk dari penyusunan bidang positif-negatif sosok 'manusia koran' yang khas itu. Sedang, pada bidang latar, terlihat samar-samar seraut wajah yang mengamati semua permainan ini.",/TM-Low/LK138BUX03BBYTM.jpeg,LK_138_BUX_03_BBY_TM.pdf,https://drive.google.com/file/d/14iGgltE6r_xYD3cLVsfq2BFOQbbFbSOE/view?usp=drivesdk,
LK/139/BJB/02/BBY/TM,Mbambung,2002,Bibit Jrabang,130 x 110 cm,Cat minyak di atas kanvas,TANDA MATA V,D03-1,,/TM-Low/LK139BJB02BBYTM.jpeg,LK_139_BJB_02_BBY_TM.pdf,https://drive.google.com/file/d/1MquCBIYe-dyFo29CEzgKmdgRTQIDGh9p/view?usp=drivesdk,
LK/140/CSY/02/BBY/TM,Terlupakan,2002,Cia Syamsiar,150 x 45 cm,Cat minyak di atas kanvas,TANDA MATA V,D02-1,,/TM-Low/LK140CSY02BBYTM.jpeg,LK_140_CSY_02_BBY_TM.pdf,https://drive.google.com/file/d/1RSv7vyFxtT_khI8tAVUSrNlnqp3Bl1Bk/view?usp=drivesdk,
LK/141/AWI/02/BBY/TM,Potret Diri,2002,Awiki,50 x 40 cm,Cat minyak di atas kanvas,TANDA MATA V,C16-1,,/TM-Low/LK141AWI02BBYTM.jpeg,LK_141_AWI_02_BBY_TM.pdf,https://drive.google.com/file/d/1cIVGQ84bfnP6tDb1Uc0o2vutyQPat5ye/view?usp=drivesdk,
LK/142/YST/02/BBY/TM,Main Kartu,2002,Yogie Setiawan,150 x 110 cm,Akrilik di atas kanvas,TANDA MATA V,D04-1,,/TM-Low/LK142YST02BBYTM.jpeg,LK_142_YST_02_BBY_TM.pdf,https://drive.google.com/file/d/1zjIyq_k92ZtqAXN5Bf-R1tpvQk3g5ye1/view?usp=drivesdk,
LK/143/GAL/04/BBY/TM,Tebaran Jaring Merah,2004,Gusti Alit,240 x 140 cm,Mixmedia di atas kanvas,TANDA MATA V,E10-1,,/TM-Low/LK143GAL04BBYTM.jpeg,LK_143_GAL_04_BBY_TM.pdf,https://drive.google.com/file/d/1IFzIQDlQ-Y2Ewh7FECdx-oc_4K33Auwo/view?usp=drivesdk,
LK/144/DAG/02/BBY/TM,Catatan Perjalanan,2002,Dyan Anggraini,70 x 70 cm,Tinta di atas kanvas,TANDA MATA V,C16-1,,/TM-Low/LK144DAG02BBYTM.jpeg,LK_144_DAG_02_BBY_TM.pdf,https://drive.google.com/file/d/1q9n8rvz6g5zdJJFPW0OqMXsmZ_pfoQsN/view?usp=drivesdk,
LK/145/ITJ/18/BBJ/TM,Tanpa Judul,2018,Ito Joyoatmodjo,21 x 21 cm,Cat air on paper,,D01-2,,/TM-Low/LK145ITJ18BBJTM.jpeg,LK_145_ITJ_18_BBJ_TM.pdf,https://drive.google.com/file/d/1vHqnNULtiDyztbwJBGcJ-N8v25pTVUnp/view?usp=drivesdk,
LK/146/OTE/04/BBY/TM,Hujan Setrika di Negeri Orang,2004,Ouda Teda Ena,140 x 120 cm,Mixed media di atas kanvas,TANDA MATA V,D07-1,,/TM-Low/LK146OTE04BBYTM.jpeg,LK_146_OTE_04_BBY_TM.pdf,https://drive.google.com/file/d/1SF8FpvpqkucYt7G5sJfyQgwyAquYPdaH/view?usp=drivesdk,
LK/147/IHM/01/BBY/TM,Kepala,2001,Ibrahim,100 x 100 cm,Akrilik di atas kanvas,TANDA MATA V,D03-2,,/TM-Low/LK147IHM01BBYTM.jpeg,LK_147_IHM_01_BBY_TM.pdf,https://drive.google.com/file/d/1x_VX3ZYczMgyPnK2UC0MBq_WKo4Mnfig/view?usp=drivesdk,
LK/148/DPA/03/BBY/TM,Jalan Sore,2003,Dona Prawita Arissuta,60 x 80 cm,Akrilik/pastel/crayon di atas kanvas,TANDA MATA V,C16-2,,/TM-Low/LK148DPA03BBYTM.jpeg,LK_148_DPA_03_BBY_TM.pdf,https://drive.google.com/file/d/1Ix7q4rGjHcQLdqUQPBcfCX-PfaSGmG4-/view?usp=drivesdk,
LK/149/IBH/05/BBY/TM,Terlelap,2005,Ibnu Banuharli,40 x 40 cm,Cat minyak di atas hardboard,TANDA MATA V,D01-2,,/TM-Low/LK149IBH05BBYTM.jpeg,LK_149_IBH_05_BBY_TM.pdf,https://drive.google.com/file/d/1885QdaX6WBH-k410emYGD9qEwQ6Itfx3/view?usp=drivesdk,
LK/150/WWR/05/BBY/TM,Berdikari,2005,I Wayan Wirawan,140 x 120 cm,Akrilik di atas kanvas,TANDA MATA V,D05-1,,/TM-Low/LK150WWR05BBYTM.jpeg,LK_150_WWR_05_BBY_TM.pdf,https://drive.google.com/file/d/1Jx1CnfyMKv24V38Nu2RpeCUpOTKgADvp/view?usp=drivesdk,
LK/151/MDY/05/BBY/TM,Menunggu,2005,I Made Dyanna,150 x 100 cm,Cat minyak di atas kanvas,TANDA MATA V,D04-2,,/TM-Low/LK151MDY05BBYTM.jpeg,LK_151_MDY_05_BBY_TM.pdf,https://drive.google.com/file/d/1KDmVzRegZBwMhAx1_C4tnWki-hcAm-u2/view?usp=drivesdk,
LK/152/YMT/05/BBY/TM,"""05210""",2005,Yusra Martunus,90 x 30 cm,Akrilik di atas kanvas,TANDA MATA V,C06-2,,/TM-Low/LK152YMT05BBYTM.jpeg,LK_152_YMT_05_BBY_TM.pdf,https://drive.google.com/file/d/1TqRaxzehWJihKnJYhVwZHN0LU6Fd5Ip4/view?usp=drivesdk,
LK/153/AHO/05/BBY/TM,Menatap Kemaluan Sendiri,2005,Azhar Horo,70 x 50 cm,Cat-minyak di atas kanvas,TANDA MATA V,C17-1,,/TM-Low/LK153AHO05BBYTM.jpeg,LK_153_AHO_05_BBY_TM.pdf,https://drive.google.com/file/d/1DPrIYoz0gnDgaPbb7e2fXWrbuS0o7gpL/view?usp=drivesdk,
LK/154/SDS/02/BBY/TM,Kamar Ganti,2002,S. Dwi Stya Acong,60 x 90 cm,Akrilik di atas kanvas,TANDA MATA V,C12-1,,/TM-Low/LK154SDS02BBYTM.jpeg,LK_154_SDS_02_BBY_TM.pdf,https://drive.google.com/file/d/1OUT-C3_yy3CdU6B2roGAHQN8zynwVuJy/view?usp=drivesdk,
LK/155/STR/04/BBY/TM,Tak Menyatu,2004,Saftari,140 x 52 cm,Akrilik di atas kanvas,TANDA MATA VI,C12-1,,/TM-Low/LK155STR04BBYTM.jpeg,LK_155_STR_04_BBY_TM.pdf,https://drive.google.com/file/d/1jSxHbn1zvx2ygCCR41mzTf-wnNT0cHQs/view?usp=drivesdk,
LK/156/GHR/03/BBY/TM,Midnight Prayer,2003,Gusmen Heriadi,120 x 100 cm,Cat minyak di atas kanvas,TANDA MATA VI,D08-2,,/TM-Low/LK156GHR03BBYTM.jpeg,LK_156_GHR_03_BBY_TM.pdf,https://drive.google.com/file/d/1tqpcezy9C3f2uTfQJBwrJ2yT57aw6lis/view?usp=drivesdk,
LK/157/NAD/05/BBY/TM,Up to You,2005,I Nyoman Adiana,145 x 200 cm,Cat minyak di atas kanvas,TANDA MATA VI,D05-2,,/TM-Low/LK157NAD05BBYTM.jpeg,LK_157_NAD_05_BBY_TM.pdf,https://drive.google.com/file/d/1PBD0EDuJGcwnVuKoUiOaXYegnPfvE3yr/view?usp=drivesdk,
LK/158/HSN/06/BBY/TM,Ujung Kota,2006,Hono SUN,150 x 130 cm,cat minyak-kanvas,TANDA MATA VI,D06-1,,/TM-Low/LK158HSN06BBYTM.jpeg,LK_158_HSN_06_BBY_TM.pdf,https://drive.google.com/file/d/19Oq3755n0NFfo9YREjw2YnWZQ4EbXSHA/view?usp=drivesdk,
LK/159/IWY/06/BBY/TM,Semua Telah Tersusun Sedemikian Rupa,2006,Indra Wahyu,90 x 70 cm,cat minyak-kanvas,TANDA MATA VI,D02-1,,/TM-Low/LK159IWY06BBYTM.jpeg,LK_159_IWY_06_BBY_TM.pdf,https://drive.google.com/file/d/166RLFzGYQ0GFyZY3E8rc6dxNJVV3VLKx/view?usp=drivesdk,
LK/160/RHM/05/BBY/TM,Manusia Dispenser,2005,Rudi Heri Marwan,100 x 60 cm,cat minyak-kanvas,TANDA MATA VI,C09-2,,/TM-Low/LK160RHM05BBYTM.jpeg,LK_160_RHM_05_BBY_TM.pdf,https://drive.google.com/file/d/1_g8xv8cI0Ug1Ej6yRN-awj90o0puFbqV/view?usp=drivesdk,
LK/161/DJN/05/BBY/TM,Refleksi Tubuh,2005,Deni Junaedi,21 x 30 cm,cat air-kertas,TANDA MATA VI,C07-1,,/TM-Low/LK161DJN05BBYTM.jpeg,LK_161_DJN_05_BBY_TM.pdf,https://drive.google.com/file/d/1e5dcfH0_VLb1EqNjvCLp-vyRL6wVelPv/view?usp=drivesdk,
LK/162/AEW/05/BBY/TM,Human Doll,2005,Anis Eko Windu,65 x 85 cm,akrilik-kanvas,TANDA MATA VI,D03-1,,/TM-Low/LK162AEW05BBYTM.jpeg,LK_162_AEW_05_BBY_TM.pdf,https://drive.google.com/file/d/1yI1SRLBJxx2iigPtSiQEqZ2rri8QBAvw/view?usp=drivesdk,
LK/163/SRJ/04/BBY/TM,Jauh tetapi Dekat,2004,Surajiya,80 x 100 cm,akrilik-kanvas,TANDA MATA VI,D06-1,,/TM-Low/LK163SRJ04BBYTM.jpeg,LK_163_SRJ_04_BBY_TM.pdf,https://drive.google.com/file/d/11F4AUvvRx21DeN-QwUBxLJuPk0OosdC-/view?usp=drivesdk,
LK/164/PWT/05/BBY/TM,Keluar dari Lingkaran,2005,Putu Wirantawan,"120,5 x 83 cm",pensil di atas kertas,TANDA MATA VI,D05-2,,/TM-Low/LK164PWT05BBYTM.jpeg,LK_164_PWT_05_BBY_TM.pdf,https://drive.google.com/file/d/1ySjWW9UAGwCAywPEaaf317s36jGbQVzj/view?usp=drivesdk,
LK/165/HYT/05/BBY/TM,Lupa Jalan Pulang,2005,Hayatuddin,110 x 120 cm,akrilik-kanvas,TANDA MATA VI,D06-2,,/TM-Low/LK165HYT05BBYTM.jpeg,LK_165_HYT_05_BBY_TM.pdf,https://drive.google.com/file/d/1Ygid_FoYe5ASk2ZeSGIVhLoMY5iV6zel/view?usp=drivesdk,
LK/166/HER/02/BBY/TM,Dawai Hati II,2002,Heriadi,63 x 72 cm,cat minyak-kanvas,TANDA MATA VI,C13-2,,/TM-Low/LK166HER02BBYTM.jpeg,LK_166_HER_02_BBY_TM.pdf,https://drive.google.com/file/d/1O4Ixam7wJkeU7kwKztKCbVmbdRjGOqrz/view?usp=drivesdk,
LK/167/SLM/04/BBY/TM,Hudoq Mask,2004,Sairi Lumut,70 x 70 cm,cat minyak-kanvas,TANDA MATA VI,C13-2,,/TM-Low/LK167SLM04BBYTM.jpeg,LK_167_SLM_04_BBY_TM.pdf,https://drive.google.com/file/d/1gPCo5EY0fkv2SyWvbZ3CWOo_p4YBJl2t/view?usp=drivesdk,
LK/168/BBP/06/BBY/TM,Kalah,2006,"Budi ""Bodonk"" Prakoso",100 x 100 cm,"pensil, tinta-kanvas",TANDA MATA VI,D06-2,,/TM-Low/LK168BBP06BBYTM.jpeg,LK_168_BBP_06_BBY_TM.pdf,https://drive.google.com/file/d/1sS8k8yo0BLgBT_5AYTHjQOM2fxNTALMg/view?usp=drivesdk,
LK/169/PMD/06/BBY/TM,O2,2006,Pandu Mahendra,140 x 85 cm,akrilik-kanvas,TANDA MATA VI,D13-2,,/TM-Low/LK169PMD06BBYTM.jpeg,LK_169_PMD_06_BBY_TM.pdf,https://drive.google.com/file/d/1iTXwnIT3tjf45jgaKcD_XLQEFJZQlNyE/view?usp=drivesdk,
LK/170/SKH/06/BBY/TM,Berendam Diri,2006,Sri K. Hidayat,150 x 150 cm,cat minyak-kanvas,TANDA MATA VI,D05-1,,/TM-Low/LK170SKH06BBYTM.jpeg,LK_170_SKH_06_BBY_TM.pdf,https://drive.google.com/file/d/1AA0k7OV70fXQ4iEIrC2WQp0yYBo31vwk/view?usp=drivesdk,
LK/171/GMS/06/BBY/TM,Containing Chemistry,2006,I Gede Made Surya Darma,50 x 60 cm,akrilik-kanvas,TANDA MATA VI,D10-1,,/TM-Low/LK171GMS06BBYTM.jpeg,LK_171_GMS_06_BBY_TM.pdf,https://drive.google.com/file/d/1WlrlJJ3TSOqjArzM-mqRThyOnEgNkTeB/view?usp=drivesdk,
LK/172/KDS/05/BBY/TM,Endapan Emosi,2005,I Kadek Dedy Sumantrayasa,80 x 60 cm,akrilik-kanvas,TANDA MATA VI,D04-2,,/TM-Low/LK172KDS05BBYTM.jpeg,LK_172_KDS_05_BBY_TM.pdf,https://drive.google.com/file/d/1Xakf8TPQpMkdQpq9r1KPBW2wnNd47oC8/view?usp=drivesdk,
